# A Homogeneous Main-Sequence Model
# The surface conditions are: The central conditions are:
# Mtot = 1.200000E+00 Msun, Mc/Mtot = 5.62927E-01
# Rtot = 5.202038E-01 Rsun, Rc/Rtot = 3.27000E-01
# Ltot = 1.000000E+00 Lsun, Lc/Ltot = -7.60371E-02
# Teff = 8.000000E+03 K, Density = 1.93289E+02
# X = 7.000000E-01, Temperature = 3.65560E+07
# Y = 2.800000E-01, Pressure = 9.44349E+17 dynes/cm**2
# Z = 2.000000E-02, epsilon = -2.16522E-01 ergs/s/g
# dlnP/dlnT = 3.52738E+01
# Notes:
# (1) Mass is listed as Qm = 1.0 - M_r/Mtot, where Mtot = 1.989000E+33
# (2) Convective zones are indicated by 'c', radiative zones by 'r'
# (3) dlnP/dlnT may be limited to +99.9 or -99.9, labeled by '*'
r,Qm,L_r,T,P,rho,kappa,eps,dlPdlT,Zone
3.12E+10,1.31E-04,3.83E+33,1.15E+06,3.77E+12,2.45E-02,1.61E+01,2.67E-10,  4.6,r
3.12E+10,1.27E-04,3.83E+33,1.14E+06,3.63E+12,2.38E-02,1.61E+01,2.38E-10,  4.6,r
3.13E+10,1.23E-04,3.83E+33,1.13E+06,3.49E+12,2.31E-02,1.62E+01,2.12E-10,  4.6,r
3.13E+10,1.18E-04,3.83E+33,1.12E+06,3.36E+12,2.24E-02,1.63E+01,1.88E-10,  4.6,r
3.14E+10,1.14E-04,3.83E+33,1.11E+06,3.23E+12,2.17E-02,1.64E+01,1.67E-10,  4.6,r
3.14E+10,1.10E-04,3.83E+33,1.10E+06,3.10E+12,2.10E-02,1.65E+01,1.48E-10,  4.6,r
3.14E+10,1.06E-04,3.83E+33,1.09E+06,2.98E+12,2.04E-02,1.65E+01,1.32E-10,  4.6,r
3.15E+10,1.03E-04,3.83E+33,1.08E+06,2.87E+12,1.98E-02,1.66E+01,1.17E-10,  4.6,r
3.15E+10,9.89E-05,3.83E+33,1.07E+06,2.75E+12,1.91E-02,1.67E+01,1.03E-10,  4.6,r
3.15E+10,9.53E-05,3.83E+33,1.06E+06,2.64E+12,1.85E-02,1.68E+01,9.11E-11,  4.6,r
3.16E+10,9.18E-05,3.83E+33,1.06E+06,2.54E+12,1.80E-02,1.69E+01,8.05E-11,  4.6,r
3.16E+10,8.85E-05,3.83E+33,1.05E+06,2.43E+12,1.74E-02,1.70E+01,7.10E-11,  4.6,r
3.16E+10,8.52E-05,3.83E+33,1.04E+06,2.34E+12,1.68E-02,1.71E+01,6.25E-11,  4.6,r
3.17E+10,8.20E-05,3.83E+33,1.03E+06,2.24E+12,1.63E-02,1.72E+01,5.50E-11,  4.6,r
3.17E+10,7.90E-05,3.83E+33,1.02E+06,2.15E+12,1.58E-02,1.72E+01,4.83E-11,  4.6,r
3.18E+10,7.60E-05,3.83E+33,1.01E+06,2.06E+12,1.53E-02,1.73E+01,4.24E-11,  4.6,r
3.18E+10,7.31E-05,3.83E+33,9.99E+05,1.97E+12,1.48E-02,1.74E+01,3.72E-11,  4.6,r
3.18E+10,7.03E-05,3.83E+33,9.90E+05,1.89E+12,1.43E-02,1.75E+01,3.26E-11,  4.6,r
3.19E+10,6.76E-05,3.83E+33,9.81E+05,1.81E+12,1.38E-02,1.76E+01,2.85E-11,  4.6,r
3.19E+10,6.50E-05,3.83E+33,9.72E+05,1.73E+12,1.33E-02,1.77E+01,2.49E-11,  4.6,r
3.19E+10,6.24E-05,3.83E+33,9.62E+05,1.66E+12,1.29E-02,1.78E+01,2.17E-11,  4.6,r
3.20E+10,5.99E-05,3.83E+33,9.53E+05,1.59E+12,1.25E-02,1.79E+01,1.89E-11,  4.6,r
3.20E+10,5.75E-05,3.83E+33,9.44E+05,1.52E+12,1.20E-02,1.80E+01,1.64E-11,  4.6,r
3.20E+10,5.52E-05,3.83E+33,9.35E+05,1.45E+12,1.16E-02,1.81E+01,1.43E-11,  4.6,r
3.21E+10,5.30E-05,3.83E+33,9.26E+05,1.39E+12,1.12E-02,1.82E+01,1.24E-11,  4.6,r
3.21E+10,5.08E-05,3.83E+33,9.16E+05,1.33E+12,1.08E-02,1.83E+01,1.07E-11,  4.6,r
3.22E+10,4.87E-05,3.83E+33,9.07E+05,1.27E+12,1.04E-02,1.84E+01,9.28E-12,  4.6,r
3.22E+10,4.67E-05,3.83E+33,8.98E+05,1.21E+12,1.01E-02,1.85E+01,8.01E-12,  4.6,r
3.22E+10,4.48E-05,3.83E+33,8.89E+05,1.16E+12,9.71E-03,1.87E+01,6.91E-12,  4.6,r
3.23E+10,4.29E-05,3.83E+33,8.80E+05,1.10E+12,9.36E-03,1.88E+01,5.95E-12,  4.6,r
3.23E+10,4.10E-05,3.83E+33,8.71E+05,1.05E+12,9.03E-03,1.89E+01,5.11E-12,  4.6,r
3.23E+10,3.93E-05,3.83E+33,8.62E+05,1.00E+12,8.70E-03,1.90E+01,4.39E-12,  4.6,r
3.24E+10,3.76E-05,3.83E+33,8.53E+05,9.56E+11,8.37E-03,1.91E+01,3.76E-12,  4.6,r
3.24E+10,3.59E-05,3.83E+33,8.44E+05,9.11E+11,8.06E-03,1.92E+01,3.21E-12,  4.6,r
3.24E+10,3.44E-05,3.83E+33,8.35E+05,8.68E+11,7.76E-03,1.93E+01,2.74E-12,  4.6,r
3.25E+10,3.28E-05,3.83E+33,8.26E+05,8.26E+11,7.47E-03,1.95E+01,2.34E-12,  4.6,r
3.25E+10,3.14E-05,3.83E+33,8.18E+05,7.86E+11,7.18E-03,1.96E+01,1.99E-12,  4.6,r
3.25E+10,2.99E-05,3.83E+33,8.09E+05,7.48E+11,6.91E-03,1.97E+01,1.69E-12,  4.6,r
3.26E+10,2.86E-05,3.83E+33,8.00E+05,7.11E+11,6.64E-03,1.98E+01,1.43E-12,  4.6,r
3.26E+10,2.72E-05,3.83E+33,7.91E+05,6.76E+11,6.38E-03,2.00E+01,1.21E-12,  4.6,r
3.27E+10,2.60E-05,3.83E+33,7.82E+05,6.42E+11,6.13E-03,2.01E+01,1.02E-12,  4.6,r
3.27E+10,2.47E-05,3.83E+33,7.73E+05,6.09E+11,5.89E-03,2.02E+01,8.60E-13,  4.6,r
3.27E+10,2.36E-05,3.83E+33,7.65E+05,5.78E+11,5.65E-03,2.04E+01,7.22E-13,  4.6,r
3.28E+10,2.24E-05,3.83E+33,7.56E+05,5.48E+11,5.42E-03,2.05E+01,6.06E-13,  4.6,r
3.28E+10,2.14E-05,3.83E+33,7.47E+05,5.20E+11,5.20E-03,2.07E+01,5.07E-13,  4.6,r
3.28E+10,2.03E-05,3.83E+33,7.38E+05,4.93E+11,4.99E-03,2.08E+01,4.23E-13,  4.6,r
3.29E+10,1.93E-05,3.83E+33,7.30E+05,4.67E+11,4.78E-03,2.09E+01,3.53E-13,  4.6,r
3.29E+10,1.83E-05,3.83E+33,7.21E+05,4.42E+11,4.58E-03,2.11E+01,2.93E-13,  4.6,r
3.29E+10,1.74E-05,3.83E+33,7.12E+05,4.18E+11,4.38E-03,2.12E+01,2.43E-13,  4.6,r
3.30E+10,1.65E-05,3.83E+33,7.04E+05,3.95E+11,4.19E-03,2.14E+01,2.01E-13,  4.6,r
3.30E+10,1.57E-05,3.83E+33,6.95E+05,3.73E+11,4.01E-03,2.15E+01,1.66E-13,  4.6,r
3.31E+10,1.49E-05,3.83E+33,6.87E+05,3.53E+11,3.84E-03,2.17E+01,1.36E-13,  4.6,r
3.31E+10,1.41E-05,3.83E+33,6.78E+05,3.33E+11,3.67E-03,2.19E+01,1.12E-13,  4.6,r
3.31E+10,1.33E-05,3.83E+33,6.69E+05,3.14E+11,3.50E-03,2.20E+01,9.15E-14,  4.6,r
3.32E+10,1.26E-05,3.83E+33,6.61E+05,2.96E+11,3.35E-03,2.22E+01,7.47E-14,  4.6,r
3.32E+10,1.19E-05,3.83E+33,6.52E+05,2.79E+11,3.19E-03,2.24E+01,6.08E-14,  4.6,r
3.32E+10,1.13E-05,3.83E+33,6.44E+05,2.63E+11,3.05E-03,2.25E+01,4.93E-14,  4.6,r
3.33E+10,1.06E-05,3.83E+33,6.35E+05,2.47E+11,2.91E-03,2.27E+01,3.98E-14,  4.6,r
3.33E+10,1.00E-05,3.83E+33,6.27E+05,2.32E+11,2.77E-03,2.29E+01,3.21E-14,  4.6,r
3.33E+10,9.47E-06,3.83E+33,6.18E+05,2.18E+11,2.64E-03,2.31E+01,2.58E-14,  4.6,r
3.34E+10,8.92E-06,3.83E+33,6.10E+05,2.05E+11,2.51E-03,2.33E+01,2.07E-14,  4.6,r
3.34E+10,8.40E-06,3.83E+33,6.02E+05,1.92E+11,2.39E-03,2.35E+01,1.65E-14,  4.6,r
3.35E+10,7.90E-06,3.83E+33,5.93E+05,1.80E+11,2.27E-03,2.37E+01,1.31E-14,  4.6,r
3.35E+10,7.43E-06,3.83E+33,5.85E+05,1.69E+11,2.16E-03,2.39E+01,1.04E-14,  4.6,r
3.35E+10,6.98E-06,3.83E+33,5.77E+05,1.58E+11,2.05E-03,2.41E+01,8.20E-15,  4.6,r
3.36E+10,6.55E-06,3.83E+33,5.68E+05,1.48E+11,1.94E-03,2.43E+01,6.45E-15,  4.6,r
3.36E+10,6.14E-06,3.83E+33,5.60E+05,1.38E+11,1.84E-03,2.45E+01,5.05E-15,  4.6,r
3.36E+10,5.76E-06,3.83E+33,5.52E+05,1.29E+11,1.75E-03,2.47E+01,3.94E-15,  4.6,r
3.37E+10,5.39E-06,3.83E+33,5.43E+05,1.20E+11,1.66E-03,2.49E+01,3.06E-15,  4.6,r
3.37E+10,5.04E-06,3.83E+33,5.35E+05,1.12E+11,1.57E-03,2.51E+01,2.37E-15,  4.6,r
3.37E+10,4.71E-06,3.83E+33,5.27E+05,1.05E+11,1.48E-03,2.54E+01,1.82E-15,  4.6,r
3.38E+10,4.40E-06,3.83E+33,5.19E+05,9.72E+10,1.40E-03,2.56E+01,1.40E-15,  4.6,r
3.38E+10,4.10E-06,3.83E+33,5.10E+05,9.03E+10,1.32E-03,2.59E+01,1.06E-15,  4.6,r
3.39E+10,3.82E-06,3.83E+33,5.02E+05,8.39E+10,1.25E-03,2.61E+01,8.07E-16,  4.6,r
3.39E+10,3.56E-06,3.83E+33,4.94E+05,7.78E+10,1.18E-03,2.64E+01,6.09E-16,  4.6,r
3.39E+10,3.31E-06,3.83E+33,4.86E+05,7.21E+10,1.11E-03,2.66E+01,4.57E-16,  4.6,r
3.40E+10,3.07E-06,3.83E+33,4.78E+05,6.67E+10,1.04E-03,2.69E+01,3.42E-16,  4.6,r
3.40E+10,2.85E-06,3.83E+33,4.70E+05,6.16E+10,9.80E-04,2.72E+01,2.53E-16,  4.6,r
3.40E+10,2.64E-06,3.83E+33,4.62E+05,5.69E+10,9.21E-04,2.74E+01,1.87E-16,  4.6,r
3.41E+10,2.44E-06,3.83E+33,4.53E+05,5.25E+10,8.64E-04,2.77E+01,1.37E-16,  4.6,r
3.41E+10,2.26E-06,3.83E+33,4.45E+05,4.83E+10,8.10E-04,2.80E+01,9.99E-17,  4.6,r
3.41E+10,2.08E-06,3.83E+33,4.37E+05,4.44E+10,7.59E-04,2.83E+01,7.23E-17,  4.6,r
3.42E+10,1.92E-06,3.83E+33,4.29E+05,4.08E+10,7.10E-04,2.87E+01,5.20E-17,  4.6,r
3.42E+10,1.77E-06,3.83E+33,4.21E+05,3.74E+10,6.63E-04,2.90E+01,3.71E-17,  4.6,r
3.43E+10,1.62E-06,3.83E+33,4.13E+05,3.43E+10,6.19E-04,2.93E+01,2.63E-17,  4.6,r
3.43E+10,1.49E-06,3.83E+33,4.05E+05,3.13E+10,5.77E-04,2.96E+01,1.84E-17,  4.6,r
3.43E+10,1.36E-06,3.83E+33,3.97E+05,2.86E+10,5.37E-04,3.00E+01,1.29E-17,  4.6,r
3.44E+10,1.25E-06,3.83E+33,3.89E+05,2.61E+10,5.00E-04,3.04E+01,8.88E-18,  4.6,r
3.44E+10,1.14E-06,3.83E+33,3.81E+05,2.37E+10,4.64E-04,3.07E+01,6.08E-18,  4.6,r
3.44E+10,1.04E-06,3.83E+33,3.74E+05,2.15E+10,4.30E-04,3.11E+01,4.12E-18,  4.6,r
3.45E+10,9.44E-07,3.83E+33,3.66E+05,1.95E+10,3.99E-04,3.15E+01,2.77E-18,  4.6,r
3.45E+10,8.57E-07,3.83E+33,3.58E+05,1.77E+10,3.69E-04,3.19E+01,1.84E-18,  4.6,r
3.45E+10,7.77E-07,3.83E+33,3.50E+05,1.60E+10,3.40E-04,3.24E+01,1.21E-18,  4.6,r
3.46E+10,7.02E-07,3.83E+33,3.42E+05,1.44E+10,3.14E-04,3.28E+01,7.88E-19,  4.6,r
3.46E+10,6.34E-07,3.83E+33,3.34E+05,1.29E+10,2.89E-04,3.32E+01,5.06E-19,  4.6,r
3.46E+10,5.70E-07,3.83E+33,3.26E+05,1.16E+10,2.65E-04,3.37E+01,3.21E-19,  4.6,r
3.47E+10,5.12E-07,3.83E+33,3.19E+05,1.04E+10,2.43E-04,3.42E+01,2.01E-19,  4.6,r
3.47E+10,4.59E-07,3.83E+33,3.11E+05,9.26E+09,2.22E-04,3.47E+01,1.24E-19,  4.6,r
3.48E+10,4.10E-07,3.83E+33,3.03E+05,8.25E+09,2.03E-04,3.52E+01,7.58E-20,  4.6,r
3.48E+10,3.65E-07,3.83E+33,2.95E+05,7.32E+09,1.85E-04,3.58E+01,4.54E-20,  4.6,r
3.48E+10,3.25E-07,3.83E+33,2.88E+05,6.48E+09,1.68E-04,3.64E+01,2.68E-20,  4.6,r
3.49E+10,2.87E-07,3.83E+33,2.80E+05,5.72E+09,1.52E-04,3.70E+01,1.55E-20,  4.6,r
3.49E+10,2.54E-07,3.83E+33,2.72E+05,5.03E+09,1.38E-04,3.76E+01,8.84E-21,  4.6,r
3.49E+10,2.23E-07,3.83E+33,2.65E+05,4.41E+09,1.24E-04,3.82E+01,4.93E-21,  4.6,r
3.50E+10,1.96E-07,3.83E+33,2.57E+05,3.86E+09,1.12E-04,3.89E+01,2.70E-21,  4.6,r
3.50E+10,1.71E-07,3.83E+33,2.49E+05,3.36E+09,1.00E-04,3.96E+01,1.44E-21,  4.6,r
3.50E+10,1.49E-07,3.83E+33,2.42E+05,2.91E+09,8.98E-05,4.04E+01,7.53E-22,  4.6,r
3.51E+10,1.29E-07,3.83E+33,2.34E+05,2.51E+09,8.00E-05,4.11E+01,3.83E-22,  4.6,r
3.51E+10,1.11E-07,3.83E+33,2.27E+05,2.16E+09,7.11E-05,4.20E+01,1.90E-22,  4.6,r
3.52E+10,9.54E-08,3.83E+33,2.19E+05,1.85E+09,6.29E-05,4.28E+01,9.13E-23,  4.6,r
3.52E+10,8.15E-08,3.83E+33,2.11E+05,1.57E+09,5.54E-05,4.37E+01,4.26E-23,  4.6,r
3.52E+10,6.92E-08,3.83E+33,2.04E+05,1.33E+09,4.86E-05,4.47E+01,1.92E-23,  4.6,r
3.53E+10,5.84E-08,3.83E+33,1.96E+05,1.12E+09,4.25E-05,4.57E+01,8.32E-24,  4.6,r
3.53E+10,4.90E-08,3.83E+33,1.89E+05,9.35E+08,3.69E-05,4.68E+01,3.47E-24,  4.6,r
3.53E+10,4.08E-08,3.83E+33,1.81E+05,7.76E+08,3.19E-05,4.79E+01,1.38E-24,  4.6,r
3.54E+10,3.38E-08,3.83E+33,1.74E+05,6.39E+08,2.74E-05,4.92E+01,5.26E-25,  4.6,r
3.54E+10,2.77E-08,3.83E+33,1.66E+05,5.22E+08,2.34E-05,5.05E+01,1.89E-25,  4.6,r
3.54E+10,2.26E-08,3.83E+33,1.59E+05,4.23E+08,1.98E-05,5.19E+01,6.44E-26,  4.6,r
3.55E+10,1.82E-08,3.83E+33,1.52E+05,3.40E+08,1.67E-05,5.34E+01,2.05E-26,  4.6,r
3.55E+10,1.45E-08,3.83E+33,1.44E+05,2.70E+08,1.39E-05,5.51E+01,6.09E-27,  4.6,r
3.56E+10,1.14E-08,3.83E+33,1.37E+05,2.12E+08,1.15E-05,5.68E+01,1.67E-27,  4.6,r
3.56E+10,8.92E-09,3.83E+33,1.29E+05,1.64E+08,9.44E-06,5.88E+01,4.16E-28,  4.6,r
3.56E+10,6.87E-09,3.83E+33,1.22E+05,1.25E+08,7.65E-06,6.09E+01,9.39E-29,  4.6,r
3.57E+10,5.20E-09,3.83E+33,1.15E+05,9.41E+07,6.11E-06,6.32E+01,1.88E-29,  4.6,r
3.57E+10,3.88E-09,3.83E+33,1.07E+05,6.95E+07,4.82E-06,6.58E+01,3.30E-30,  4.6,r
3.57E+10,2.85E-09,3.83E+33,1.00E+05,5.02E+07,3.74E-06,6.86E+01,4.93E-31,  4.6,r
3.58E+10,2.05E-09,3.83E+33,9.28E+04,3.54E+07,2.84E-06,7.18E+01,6.14E-32,  4.6,r
3.58E+10,1.45E-09,3.83E+33,8.55E+04,2.43E+07,2.12E-06,7.55E+01,6.15E-33,  4.6,r
3.58E+10,1.00E-09,3.83E+33,7.82E+04,1.62E+07,1.54E-06,7.97E+01,4.73E-34,  4.7,r
3.59E+10,6.26E-10,3.83E+33,7.03E+04,9.86E+06,1.04E-06,8.46E+01,1.98E-35,  4.7,r
3.59E+10,3.71E-10,3.83E+33,6.25E+04,5.66E+06,6.74E-07,9.04E+01,5.08E-37,  4.7,r
3.60E+10,2.05E-10,3.83E+33,5.46E+04,3.02E+06,4.11E-07,9.73E+01,6.80E-39,  4.7,r
3.60E+10,1.04E-10,3.83E+33,4.67E+04,1.46E+06,2.32E-07,1.06E+02,3.75E-41,  4.7,r
3.60E+10,4.66E-11,3.83E+33,3.89E+04,6.16E+05,1.17E-07,1.16E+02,5.80E-44,  4.7,r
3.61E+10,1.76E-11,3.83E+33,3.11E+04,2.13E+05,5.07E-08,1.30E+02,1.27E-47,  4.8,r
3.61E+10,5.05E-12,3.83E+33,2.33E+04,5.31E+04,1.68E-08,1.48E+02,9.83E-53,  5.0,r
3.61E+10,8.75E-13,3.83E+33,1.55E+04,7.06E+03,3.33E-09,1.68E+02,8.90E-61,  5.2,r
3.62E+10,4.52E-14,3.83E+33,7.75E+03,1.97E+02,1.81E-10,1.85E+02,3.66E-77,  4.2,r
3.62E+10,0.00E+00,3.83E+33,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,  4.2,r
